gid,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,hub_score,authority_score,betweenness,is_articulation,component_id,pass_through,is_frontier_cutoff,n_seed_neighbors,role,role_score,evidence,cluster_id,role_weight,priority_score,why
100000000943371100,2,False,1,0,15500.0,0.0,1,0,0.000307334098851759,-0.0,4.8764778155656494e-08,0.0,False,0,0.0,False,0,terminal,0.8,получил 15 500 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),31,0.25,0.2375,получил 15 500 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 31 (3 seed)  объём входящих 15 500 KZT.
100000008672480100,2,False,1,0,13000.0,0.0,1,0,0.00029128212863988013,-0.0,1.248460114358995e-19,0.0,False,1,0.0,False,0,terminal,0.8,получил 13 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),38,0.25,0.2346,получил 13 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 38 (1 seed)  объём входящих 13 000 KZT.
100000008691168100,2,False,1,0,24000.0,0.0,1,0,0.0002950333638408159,-0.0,1.248460114358995e-19,0.0,False,1,0.0,False,0,terminal,0.8,получил 24 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),38,0.25,0.2446,получил 24 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 38 (1 seed)  объём входящих 24 000 KZT.
100000003237045100,2,False,1,1,340200.0,150000.0,2,1,0.0003958506071285405,0.00012666707989799554,1.8799731546446257e-07,0.0,False,0,0.4409171075837742,False,0,peripheral,0.15,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна",2,0.1,0.2139,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 2 (7 seed)  объём входящих 340 200 KZT."
100000008736394100,2,False,1,0,16000.0,0.0,1,0,0.0002923051927855899,-0.0,1.248460114358995e-19,0.0,False,1,0.0,False,0,terminal,0.8,получил 16 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),38,0.25,0.238,получил 16 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 38 (1 seed)  объём входящих 16 000 KZT.
100000004160650100,2,False,2,10,75100.0,1489827.0,4,40,0.00037084661130750535,3.1733287283117666e-19,8.409434114946727e-21,8.666286693662486e-06,True,4,19.83790945406125,False,1,peripheral,0.15,"низкая активность: 2 вх./10 исх. плательщиков/получателей, без выраженного паттерна",44,0.1,0.2193,"низкая активность: 2 вх./10 исх. плательщиков/получателей, без выраженного паттерна Кластер 44 (1 seed)  объём входящих 75 100 KZT."
100000000629812100,2,False,2,0,22000.0,0.0,2,0,0.00029931490836673796,-0.0,4.073588298734048e-06,0.0,False,0,0.0,False,0,terminal,0.8,получил 22 000 KZT от 2 плательщиков  исходящих переводов нет (глубина 2<4),27,0.25,0.2432,получил 22 000 KZT от 2 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 27 (0 seed)  объём входящих 22 000 KZT.
100000000955444100,2,False,1,0,6910.0,0.0,1,0,0.0003540925761134546,-0.0,6.08569162146599e-19,0.0,False,12,0.0,False,0,terminal,0.8,получил 6 910 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),33,0.25,0.2243,получил 6 910 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 33 (1 seed)  объём входящих 6 910 KZT.
100000008731444100,2,False,3,9,439000.0,879767.8,5,9,0.0003549278730782811,0.008642133375046768,0.00021378442089983228,0.00013281588211915297,True,0,2.0040268792710707,False,0,peripheral,0.15,"низкая активность: 3 вх./9 исх. плательщиков/получателей, без выраженного паттерна",8,0.1,0.2199,"низкая активность: 3 вх./9 исх. плательщиков/получателей, без выраженного паттерна Кластер 8 (1 seed)  объём входящих 439 000 KZT."
100000008413748100,2,False,2,18,26480.0,1377320.22,2,21,0.0003926188919180002,0.02500018092712088,2.046210058060499e-05,0.0005498053511700293,True,0,52.01360347432024,False,0,distributor,0.6,рассылает 1 377 320 KZT на 18 разных получателей,41,0.75,0.3541,рассылает 1 377 320 KZT на 18 разных получателей Кластер 41 (0 seed)  объём входящих 26 480 KZT.
100000006787636100,2,False,1,0,20000.0,0.0,1,0,0.0003597554762787316,-0.0,-2.7094299260530626e-19,0.0,False,0,0.0,False,0,terminal,0.8,получил 20 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),42,0.25,0.2416,получил 20 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 42 (0 seed)  объём входящих 20 000 KZT.
100000005942793100,2,False,4,0,55000.0,0.0,4,0,0.0003337093056770519,-0.0,0.00028335148952281263,0.0,False,0,0.0,False,0,terminal,0.8,получил 55 000 KZT от 4 плательщиков  исходящих переводов нет (глубина 2<4),8,0.25,0.2581,получил 55 000 KZT от 4 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 8 (1 seed)  объём входящих 55 000 KZT.
100000008730846100,2,False,7,3,155042.0,363370.0,11,4,0.0005383983709868994,0.0021665664928680554,0.00024907633130587654,0.00013422667297626083,True,0,2.343687516930896,False,0,consolidator,0.7,получает от 7 разных плательщиков (155 042 KZT)  отдаёт дальше 234% полученного,5,0.9,0.449,получает от 7 разных плательщиков (155 042 KZT)  отдаёт дальше 234% полученного Кластер 5 (1 seed)  объём входящих 155 042 KZT.
100000002570206100,2,False,2,0,166959.6,0.0,2,0,0.00031992676454717253,-0.0,0.0005280203983831633,0.0,False,0,0.0,False,0,terminal,0.8,получил 166 960 KZT от 2 плательщиков  исходящих переводов нет (глубина 2<4),41,0.25,0.2762,получил 166 960 KZT от 2 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 41 (0 seed)  объём входящих 166 960 KZT.
100000000785800100,2,False,1,1,19000.0,19000.0,1,1,0.00035861183893383896,2.0429460154133402e-19,3.289327460285133e-19,0.0,False,5,1.0,False,1,transit,1.0,"получает от 1, передаёт 1; pass-through 1.00 — деньги не задерживаются",19,0.35,0.3308,"получает от 1, передаёт 1; pass-through 1.00 — деньги не задерживаются Кластер 19 (1 seed)  объём входящих 19 000 KZT."
100000007382152100,2,False,1,0,5860.0,0.0,1,0,0.0002877642844116333,-0.0,5.1721343332136276e-05,0.0,False,0,0.0,False,0,terminal,0.8,получил 5 860 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),8,0.25,0.2216,получил 5 860 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 8 (1 seed)  объём входящих 5 860 KZT.
100000000910216100,2,False,1,1,71000.0,52010.0,3,1,0.000324678711888624,1.6371251057131872e-06,0.00015948068360919555,9.270911346708705e-05,False,0,0.7325352112676057,False,0,peripheral,0.15,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна",8,0.1,0.1896,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 8 (1 seed)  объём входящих 71 000 KZT."
100000003131016100,2,False,1,1,405700.0,126000.0,7,4,0.0016950738653232506,0.003346329345957535,6.780405765936634e-19,0.0,False,0,0.31057431599704216,False,0,peripheral,0.15,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна",8,0.1,0.2167,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 8 (1 seed)  объём входящих 405 700 KZT."
100000003221384100,2,False,1,0,511200.0,0.0,1,0,0.0004501407289945825,-0.0,3.567634960949817e-05,0.0,False,0,0.0,False,0,terminal,0.8,получил 511 200 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),3,0.25,0.2945,получил 511 200 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 3 (3 seed)  объём входящих 511 200 KZT.
100000002156381100,2,False,2,1,61000.0,21800.0,7,3,0.001086797883024389,-1.6391600764693156e-19,1.0266786833286376e-19,4.312989191729702e-05,True,0,0.35737704918032787,False,0,peripheral,0.15,"низкая активность: 2 вх./1 исх. плательщиков/получателей, без выраженного паттерна",5,0.1,0.1864,"низкая активность: 2 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 5 (1 seed)  объём входящих 61 000 KZT."
100000002779485100,2,False,1,0,91000.0,0.0,2,0,0.0005492997691906768,-0.0,2.3541614184793355e-19,0.0,False,0,0.0,False,0,terminal,0.8,получил 91 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),17,0.25,0.2663,получил 91 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 17 (0 seed)  объём входящих 91 000 KZT.
100000008774237100,2,False,1,1,50000.0,10000.0,1,1,0.0003117296868876269,-1.8072521793069105e-19,-4.959172378755148e-19,0.0,False,4,0.2,False,0,peripheral,0.15,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна",44,0.1,0.1826,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 44 (1 seed)  объём входящих 50 000 KZT."
100000002628146100,2,False,1,0,30500.0,0.0,2,0,0.000320635907110544,-0.0,-6.603436485049042e-20,0.0,False,0,0.0,False,0,terminal,0.8,получил 30 500 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),55,0.25,0.2485,получил 30 500 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 55 (0 seed)  объём входящих 30 500 KZT.
100000002852402100,2,False,1,0,55000.0,0.0,1,0,0.0003284738784167002,-0.0,-2.3389821896876625e-19,0.0,False,0,0.0,False,0,terminal,0.8,получил 55 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),3,0.25,0.2581,получил 55 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 3 (3 seed)  объём входящих 55 000 KZT.
100000006989106100,2,False,1,0,64000.0,0.0,2,0,0.0004978155873421427,-0.0,6.87881792426141e-20,0.0,False,0,0.0,False,0,terminal,0.8,получил 64 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),24,0.25,0.2606,получил 64 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 24 (2 seed)  объём входящих 64 000 KZT.
100000002958343100,2,False,1,2,2900000.0,1390000.0,4,17,0.0006321936524405388,1.8776030584278146e-06,-4.974002918945603e-19,4.0308310203081327e-07,True,0,0.4793103448275862,False,0,peripheral,0.15,"низкая активность: 1 вх./2 исх. плательщиков/получателей, без выраженного паттерна",39,0.1,0.2488,"низкая активность: 1 вх./2 исх. плательщиков/получателей, без выраженного паттерна Кластер 39 (0 seed)  объём входящих 2 900 000 KZT."
100000008461532100,2,False,2,8,565300.0,2530090.0,2,9,0.0007483125003170445,2.5418163746718233e-19,5.004817059613258e-06,0.0002759103833400917,True,0,4.475658942154608,False,0,peripheral,0.15,"низкая активность: 2 вх./8 исх. плательщиков/получателей, без выраженного паттерна",45,0.1,0.2261,"низкая активность: 2 вх./8 исх. плательщиков/получателей, без выраженного паттерна Кластер 45 (0 seed)  объём входящих 565 300 KZT."
100000004400305100,2,False,7,82,222800.0,5830181.0,9,101,0.00038751976253122183,0.15592355463884758,0.0003913619010810669,0.0019063815310547314,True,0,26.167778276481148,False,0,coordinator,0.654,"связан с 0 seed-клиентами напрямую, betweenness=0.002, точка сочленения сети",8,1.0,0.4899,"связан с 0 seed-клиентами напрямую, betweenness=0.002, точка сочленения сети Кластер 8 (1 seed)  объём входящих 222 800 KZT."
100000000297649100,2,False,1,1,40000.0,70600.0,1,2,0.00081261962354166,5.414109682191134e-05,-4.73820351314626e-19,0.0,False,0,1.765,False,0,peripheral,0.15,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна",13,0.1,0.1789,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 13 (1 seed)  объём входящих 40 000 KZT."
100000003191430100,2,False,1,0,180000.0,0.0,1,0,0.0005330642698010572,-0.0,4.11385532296619e-20,0.0,False,0,0.0,False,0,terminal,0.8,получил 180 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),2,0.25,0.2775,получил 180 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 2 (7 seed)  объём входящих 180 000 KZT.
100000003275398100,2,False,1,1,300000.0,20000.0,1,1,0.00043613386795007206,-2.3325773951671766e-19,-4.959172378755148e-19,0.0,False,4,0.06666666666666667,False,0,peripheral,0.15,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна",44,0.1,0.2118,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 44 (1 seed)  объём входящих 300 000 KZT."
100000005203590100,2,False,1,0,90000.0,0.0,1,0,0.00030397876731292787,-0.0,2.8721412970846466e-05,0.0,False,0,0.0,False,0,terminal,0.8,получил 90 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),1,0.25,0.2662,получил 90 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 1 (3 seed)  объём входящих 90 000 KZT.
100000008672603100,2,False,1,0,21200.0,0.0,1,0,0.00029854187338565827,-0.0,6.14510409783037e-21,0.0,False,0,0.0,False,0,terminal,0.8,получил 21 200 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),15,0.25,0.2426,получил 21 200 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 15 (5 seed)  объём входящих 21 200 KZT.
100000000718427100,2,False,1,0,6000.0,0.0,1,0,0.0002888949789665574,-0.0,1.248460114358995e-19,0.0,False,1,0.0,False,0,terminal,0.8,получил 6 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),38,0.25,0.222,получил 6 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 38 (1 seed)  объём входящих 6 000 KZT.
100000003104347100,2,False,1,1,418000.0,32000.0,1,1,0.0003659292140404731,7.736728932157504e-21,9.190763811915163e-05,1.9549530448494444e-05,True,0,0.07655502392344497,False,0,peripheral,0.15,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна",11,0.1,0.2175,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 11 (0 seed)  объём входящих 418 000 KZT."
100000002974256100,2,False,1,0,7200.0,0.0,1,0,0.0005342360284364493,-0.0,4.6422034069518983e-20,0.0,False,0,0.0,False,0,terminal,0.8,получил 7 200 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),13,0.25,0.2249,получил 7 200 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 13 (1 seed)  объём входящих 7 200 KZT.
100000007173936100,2,False,1,0,10000.0,0.0,1,0,0.00028810329783986416,-0.0,3.8766879522082557e-07,0.0,False,0,0.0,False,0,terminal,0.8,получил 10 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),60,0.25,0.2303,получил 10 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 60 (0 seed)  объём входящих 10 000 KZT.
100000002744581100,2,False,1,0,12000.0,0.0,1,0,0.0003264051138002013,-0.0,6.87881792426141e-20,0.0,False,0,0.0,False,0,terminal,0.8,получил 12 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),24,0.25,0.2333,получил 12 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 24 (2 seed)  объём входящих 12 000 KZT.
100000000596954100,2,False,1,2,120000.0,48100.0,1,2,0.0005178616657439626,4.736892535923653e-19,1.5176786493570597e-19,4.9176138447759216e-05,True,0,0.4008333333333333,False,0,peripheral,0.15,"низкая активность: 1 вх./2 исх. плательщиков/получателей, без выраженного паттерна",15,0.1,0.1976,"низкая активность: 1 вх./2 исх. плательщиков/получателей, без выраженного паттерна Кластер 15 (5 seed)  объём входящих 120 000 KZT."
100000004950490100,2,False,1,0,10000.0,0.0,1,0,0.0003321133600975869,-0.0,-1.1141290916942213e-19,0.0,False,0,0.0,False,0,terminal,0.8,получил 10 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),24,0.25,0.2303,получил 10 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 24 (2 seed)  объём входящих 10 000 KZT.
100000008772058100,2,False,1,0,50000.0,0.0,1,0,0.00030389991977030045,-0.0,1.248460114358995e-19,0.0,False,1,0.0,False,0,terminal,0.8,получил 50 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),38,0.25,0.2566,получил 50 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 38 (1 seed)  объём входящих 50 000 KZT.
100000000971908100,2,False,1,0,89000.0,0.0,1,0,0.00030378843490584136,-0.0,2.8721412970846466e-05,0.0,False,0,0.0,False,0,terminal,0.8,получил 89 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),1,0.25,0.266,получил 89 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 1 (3 seed)  объём входящих 89 000 KZT.
100000008687492100,2,False,1,0,15000.0,0.0,1,0,0.0002919641714036867,-0.0,1.248460114358995e-19,0.0,False,1,0.0,False,0,terminal,0.8,получил 15 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),38,0.25,0.2369,получил 15 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 38 (1 seed)  объём входящих 15 000 KZT.
100000003159641100,2,False,4,1,64000.0,197800.0,7,1,0.0003065755783923238,2.266147160479406e-19,0.0014254345691827493,5.985784065157577e-05,True,0,3.090625,False,0,peripheral,0.15,"низкая активность: 4 вх./1 исх. плательщиков/получателей, без выраженного паттерна",66,0.1,0.1875,"низкая активность: 4 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 66 (0 seed)  объём входящих 64 000 KZT."
100000005326681100,2,False,1,0,31228.0,0.0,1,0,0.0002968239656519759,-0.0,3.567634960949817e-05,0.0,False,0,0.0,False,0,terminal,0.8,получил 31 228 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),3,0.25,0.2489,получил 31 228 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 3 (3 seed)  объём входящих 31 228 KZT.
100000006888238100,2,False,1,1,18000.0,30000.0,1,1,0.0006123269432202905,1.3686701340981988e-19,9.450069239346758e-20,4.0308310203081327e-07,True,8,1.6666666666666667,False,0,peripheral,0.15,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна",52,0.1,0.1659,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 52 (1 seed)  объём входящих 18 000 KZT."
100000001290243100,2,False,1,0,10000.0,0.0,1,0,0.00032137486407264197,-0.0,1.2596487311569735e-05,0.0,False,0,0.0,False,0,terminal,0.8,получил 10 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),2,0.25,0.2303,получил 10 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 2 (7 seed)  объём входящих 10 000 KZT.
100000008289539100,2,False,1,0,14912.0,0.0,1,0,0.0002916121693165689,-0.0,3.567634960949817e-05,0.0,False,0,0.0,False,0,terminal,0.8,получил 14 912 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),3,0.25,0.2368,получил 14 912 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 3 (3 seed)  объём входящих 14 912 KZT.
100000000821507100,2,False,1,0,400000.0,0.0,1,0,0.00033702673726418973,-0.0,3.8766879522082557e-07,0.0,False,0,0.0,False,0,terminal,0.8,получил 400 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),60,0.25,0.2905,получил 400 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 60 (0 seed)  объём входящих 400 000 KZT.
100000003086040100,2,False,1,0,10500.0,0.0,1,0,0.0005510497606358253,-0.0,5.180959487020564e-06,0.0,False,0,0.0,False,0,terminal,0.8,получил 10 500 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),8,0.25,0.2311,получил 10 500 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 8 (1 seed)  объём входящих 10 500 KZT.
100000002969048100,2,False,1,0,108470.0,0.0,1,0,0.0003074942068718166,-0.0,2.8721412970846466e-05,0.0,False,0,0.0,False,0,terminal,0.8,получил 108 470 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),1,0.25,0.2692,получил 108 470 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 1 (3 seed)  объём входящих 108 470 KZT.
100000002826669100,2,False,1,0,159900.0,0.0,4,0,0.0004782934609507381,-0.0,3.5376471964867946e-05,0.0,False,0,0.0,False,0,terminal,0.8,получил 159 900 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),8,0.25,0.2755,получил 159 900 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 8 (1 seed)  объём входящих 159 900 KZT.
100000002293421100,2,False,2,2,41000.0,47000.0,6,5,0.00097872887506679,0.0009381347558585571,1.762622037928561e-05,1.9952613550525257e-05,True,0,1.146341463414634,False,0,transit,0.854,"получает от 2, передаёт 2; pass-through 1.15 — деньги не задерживаются",8,0.35,0.2932,"получает от 2, передаёт 2; pass-through 1.15 — деньги не задерживаются Кластер 8 (1 seed)  объём входящих 41 000 KZT."
100000004732589100,2,False,1,0,227520.0,0.0,1,0,0.0003957008792348512,-0.0,2.3228134124634154e-05,0.0,False,0,0.0,False,0,terminal,0.8,получил 227 520 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),29,0.25,0.2813,получил 227 520 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 29 (0 seed)  объём входящих 227 520 KZT.
100000003003821100,2,False,1,0,40000.0,0.0,1,0,0.00043985019963380925,-0.0,3.8139637240047547e-19,0.0,False,0,0.0,False,0,terminal,0.8,получил 40 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),15,0.25,0.2529,получил 40 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 15 (5 seed)  объём входящих 40 000 KZT.
100000005237935150,2,False,1,0,34508.0,0.0,1,0,0.0002993098467736381,-0.0,4.088245397339209e-08,0.0,False,0,0.0,False,0,terminal,0.8,получил 34 508 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),48,0.25,0.2505,получил 34 508 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 48 (0 seed)  объём входящих 34 508 KZT.
100000004463277100,2,False,1,0,35000.0,0.0,1,0,0.0006948210120651959,-0.0,-5.233470773035873e-20,0.0,False,15,0.0,False,0,terminal,0.8,получил 35 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),37,0.25,0.2507,получил 35 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 37 (1 seed)  объём входящих 35 000 KZT.
100000006523053100,2,False,1,0,5000.0,0.0,1,0,0.0005410075313508008,-0.0,-9.444386579900431e-20,0.0,False,0,0.0,False,0,terminal,0.8,получил 5 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),15,0.25,0.219,получил 5 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 15 (5 seed)  объём входящих 5 000 KZT.
100000001954903100,2,False,1,0,27118.0,0.0,1,0,0.00029982287190616065,-0.0,2.3228134124634154e-05,0.0,False,0,0.0,False,0,terminal,0.8,получил 27 118 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),29,0.25,0.2466,получил 27 118 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 29 (0 seed)  объём входящих 27 118 KZT.
100000005328215100,2,False,1,0,27000.0,0.0,1,0,0.0002997664173554836,-0.0,2.3228134124634154e-05,0.0,False,0,0.0,False,0,terminal,0.8,получил 27 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),29,0.25,0.2465,получил 27 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 29 (0 seed)  объём входящих 27 000 KZT.
100000004424023100,2,False,1,1,50000.0,100000.0,1,1,0.0009757985999759036,9.224870976140879e-20,-8.182583592145607e-19,2.0758779754586885e-05,True,0,2.0,False,0,peripheral,0.15,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна",1,0.1,0.1829,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 1 (3 seed)  объём входящих 50 000 KZT."
100000002299948100,2,False,1,0,6750.0,0.0,1,0,0.00029432631398461297,-0.0,-6.603436485049042e-20,0.0,False,0,0.0,False,0,terminal,0.8,получил 6 750 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),55,0.25,0.2239,получил 6 750 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 55 (0 seed)  объём входящих 6 750 KZT.
100000005105153100,2,False,1,0,30000.0,0.0,1,0,0.00040314809720736904,-0.0,7.688316479235139e-19,0.0,False,0,0.0,False,0,terminal,0.8,получил 30 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),8,0.25,0.2482,получил 30 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 8 (1 seed)  объём входящих 30 000 KZT.
100000001985793100,2,False,1,0,420000.0,0.0,1,0,0.00037431126259945537,-0.0,4.282827841861873e-07,0.0,False,0,0.0,False,0,terminal,0.8,получил 420 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),1,0.25,0.2913,получил 420 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 1 (3 seed)  объём входящих 420 000 KZT.
100000003134934100,2,False,4,0,379354.0,0.0,4,0,0.00042632840153352205,-0.0,0.0019927140884677913,0.0,False,0,0.0,False,0,terminal,0.8,получил 379 354 KZT от 4 плательщиков  исходящих переводов нет (глубина 2<4),8,0.25,0.2896,получил 379 354 KZT от 4 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 8 (1 seed)  объём входящих 379 354 KZT.
100000006240939100,2,False,1,5,160000.0,778015.0,1,5,0.00032016786474154454,2.5365357565780534e-05,4.282827841861873e-07,4.2323725713235395e-06,True,0,4.86259375,False,0,peripheral,0.15,"низкая активность: 1 вх./5 исх. плательщиков/получателей, без выраженного паттерна",1,0.1,0.2016,"низкая активность: 1 вх./5 исх. плательщиков/получателей, без выраженного паттерна Кластер 1 (3 seed)  объём входящих 160 000 KZT."
100000008656043100,2,False,1,0,26200.0,0.0,1,0,0.0002957836108810031,-0.0,1.248460114358995e-19,0.0,False,1,0.0,False,0,terminal,0.8,получил 26 200 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),38,0.25,0.246,получил 26 200 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 38 (1 seed)  объём входящих 26 200 KZT.
100000002605184100,2,False,1,0,140000.0,0.0,1,0,0.00039280346674456916,-0.0,-2.3389821896876625e-19,0.0,False,0,0.0,False,0,terminal,0.8,получил 140 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),3,0.25,0.2734,получил 140 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 3 (3 seed)  объём входящих 140 000 KZT.
100000003157333100,2,False,1,0,30000.0,0.0,1,0,0.00029255882288773457,-0.0,2.8721412970846466e-05,0.0,False,0,0.0,False,0,terminal,0.8,получил 30 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4),1,0.25,0.2482,получил 30 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 2<4) Кластер 1 (3 seed)  объём входящих 30 000 KZT.
