gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,betweenness,pass_through,is_frontier_cutoff,n_seed_neighbors,component_id,why,explanation,priority_role,priority_volume,priority_bridge,priority_seed
100000002881669100,terminal,0.55186,7,0.245617,"terminal: положительный вход 18,600 KZT, исходящих нет; возможный конечный получатель в выборке.",1,False,1,0,18600.0,0.0,1,0,0.0002886560582178524,0.0,0.0,False,1,0,"terminal: role=0.055, volume=0.160, bridge=0.000, seed=0.030; terminal: положительный вход 18,600 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 18,600 KZT, исходящих нет; возможный конечный получатель в выборке.",0.055186000000000006,0.16043137890091172,0.0,0.03
100000002883402100,terminal,0.58,4,0.263807,"terminal: положительный вход 300,000 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.",3,False,3,0,300000.0,0.0,3,0,0.0003006570717458922,0.0,0.0,False,0,0,"terminal: role=0.058, volume=0.206, bridge=0.000, seed=0.000; terminal: положительный вход 300,000 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.","terminal: положительный вход 300,000 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.",0.057999999999999996,0.2058074430801454,0.0,0.0
100000002884708100,peripheral,0.15,4,0.23404,peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,4,False,1,0,1171644.0,0.0,2,0,0.0005625754563953265,0.0,0.0,True,0,0,"peripheral: role=0.006, volume=0.228, bridge=0.000, seed=0.000; peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.",peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,0.006,0.22804006120779882,0.0,0.0
100000002886166100,terminal,0.5685,34,0.254768,"terminal: положительный вход 185,000 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,185000.0,0.0,3,0,0.0003245911501737051,0.0,0.0,False,0,6,"terminal: role=0.057, volume=0.198, bridge=0.000, seed=0.000; terminal: положительный вход 185,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 185,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.056850000000000005,0.1979184487427875,0.0,0.0
100000002890167100,terminal,0.561815,16,0.276783,"terminal: положительный вход 118,150 KZT, исходящих нет; возможный конечный получатель в выборке.",1,False,1,0,118150.0,0.0,1,0,0.00029827255224146494,0.0,0.0,False,1,0,"terminal: role=0.056, volume=0.191, bridge=0.000, seed=0.030; terminal: положительный вход 118,150 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 118,150 KZT, исходящих нет; возможный конечный получатель в выборке.",0.056181499999999995,0.19060105616873105,0.0,0.03
100000002891765100,terminal,0.555558,40,0.233849,"terminal: положительный вход 55,576 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,55576.0,0.0,1,0,0.0003012779418250422,0.0,0.0,False,0,0,"terminal: role=0.056, volume=0.178, bridge=0.000, seed=0.000; terminal: положительный вход 55,576 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 55,576 KZT, исходящих нет; возможный конечный получатель в выборке.",0.0555558,0.1782933816396389,0.0,0.0
100000002893020100,terminal,0.551834,18,0.215385,"terminal: положительный вход 18,340 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,18340.0,0.0,1,0,0.00029240245264606314,0.0,0.0,False,0,0,"terminal: role=0.055, volume=0.160, bridge=0.000, seed=0.000; terminal: положительный вход 18,340 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 18,340 KZT, исходящих нет; возможный конечный получатель в выборке.",0.05518340000000001,0.16020166724705853,0.0,0.0
100000002894076100,terminal,0.662278,1,0.353573,"terminal: положительный вход 1,122,782 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.",1,False,4,0,1122782.0,0.0,6,0,0.00038267994337591544,0.0,0.0,False,2,0,"terminal: role=0.066, volume=0.227, bridge=0.000, seed=0.060; terminal: положительный вход 1,122,782 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.","terminal: положительный вход 1,122,782 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.",0.0662278,0.22734490023017104,0.0,0.06
100000002896506100,peripheral,0.15,10,0.180849,peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,4,False,1,0,45000.0,0.0,1,0,0.0003136296448083371,0.0,0.0,True,0,0,"peripheral: role=0.006, volume=0.175, bridge=0.000, seed=0.000; peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.",peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,0.006,0.17484869480434048,0.0,0.0
100000002901457100,peripheral,0.15,0,0.215536,peripheral: 1 входящих и 3 исходящих контрагентов; недостаточно выраженных признаков.,3,False,1,3,340000.0,119000.0,1,3,0.00037426561132708236,7.569209722986739e-05,0.35,False,0,0,"peripheral: role=0.006, volume=0.208, bridge=0.002, seed=0.000; peripheral: 1 входящих и 3 исходящих контрагентов; недостаточно выраженных признаков.",peripheral: 1 входящих и 3 исходящих контрагентов; недостаточно выраженных признаков.,0.006,0.2078499710735968,0.0016855757735174096,0.0
100000002904919100,peripheral,0.15,0,0.186059,peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,3,False,1,1,60325.0,5500.0,1,1,0.00029091905114297305,1.922024458454748e-05,0.09117281392457521,False,0,0,"peripheral: role=0.006, volume=0.180, bridge=0.000, seed=0.000; peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.",peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,0.006,0.1796314355855851,0.0004280126964167244,0.0
100000002906470100,terminal,0.563,43,0.248461,"terminal: положительный вход 130,000 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,130000.0,0.0,1,0,0.00030780128727312094,0.0,0.0,False,0,0,"terminal: role=0.056, volume=0.192, bridge=0.000, seed=0.000; terminal: положительный вход 130,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 130,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.056299999999999996,0.19216080232860397,0.0,0.0
100000002908521100,terminal,0.55445,22,0.230111,"terminal: положительный вход 44,500 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,44500.0,0.0,1,0,0.00029251475539092793,0.0,0.0,False,0,3,"terminal: role=0.055, volume=0.175, bridge=0.000, seed=0.000; terminal: положительный вход 44,500 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 44,500 KZT, исходящих нет; возможный конечный получатель в выборке.",0.055445,0.17466636204861052,0.0,0.0
100000002911170100,terminal,0.58,33,0.263807,"terminal: положительный вход 300,000 KZT, исходящих нет; возможный конечный получатель в выборке.",2,False,1,0,300000.0,0.0,2,0,0.00032304938435236,0.0,0.0,False,0,0,"terminal: role=0.058, volume=0.206, bridge=0.000, seed=0.000; terminal: положительный вход 300,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 300,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.057999999999999996,0.2058074430801454,0.0,0.0
100000002913340100,terminal,0.55236,22,0.219552,"terminal: положительный вход 23,600 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,23600.0,0.0,1,0,0.00028925272980600625,0.0,0.0,False,0,3,"terminal: role=0.055, volume=0.164, bridge=0.000, seed=0.000; terminal: положительный вход 23,600 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 23,600 KZT, исходящих нет; возможный конечный получатель в выборке.",0.055236,0.16431649869901457,0.0,0.0
100000002914245100,terminal,0.564061,35,0.249847,"terminal: положительный вход 140,611 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,140611.0,0.0,1,0,0.00029558398554384,0.0,0.0,False,0,0,"terminal: role=0.056, volume=0.193, bridge=0.000, seed=0.000; terminal: положительный вход 140,611 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 140,611 KZT, исходящих нет; возможный конечный получатель в выборке.",0.05640610000000001,0.19344122482757964,0.0,0.0
100000002916006100,peripheral,0.15,49,0.036,peripheral: 0 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков; входящие seed могут быть неполными.,0,True,0,1,0.0,32000.0,0,1,0.0002855692942172909,0.0,,False,1,0,"peripheral: role=0.006, volume=0.000, bridge=0.000, seed=0.030; peripheral: 0 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков; входящие seed могут быть неполными.",peripheral: 0 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков; входящие seed могут быть неполными.,0.006,0.0,0.0,0.03
100000002921047100,peripheral,0.15,1,0.244235,peripheral: 2 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,1,False,2,1,338000.0,163000.02,2,1,0.00031704809387447845,2.159800680119253e-05,0.48224857988165676,False,1,0,"peripheral: role=0.006, volume=0.208, bridge=0.000, seed=0.030; peripheral: 2 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.",peripheral: 2 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,0.006,0.2077536939306397,0.00048096272071570064,0.03
100000002922000100,peripheral,0.15,50,0.218352,peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,4,False,1,0,448000.0,0.0,1,0,0.0004597224521428434,0.0,0.0,True,0,0,"peripheral: role=0.006, volume=0.212, bridge=0.000, seed=0.000; peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.",peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,0.006,0.21235151025641588,0.0,0.0
100000002926970100,terminal,0.5585,18,0.241077,"terminal: положительный вход 85,000 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,85000.0,0.0,1,0,0.0003172387852993868,0.0,0.0,False,0,0,"terminal: role=0.056, volume=0.185, bridge=0.000, seed=0.000; terminal: положительный вход 85,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 85,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.055850000000000004,0.1852272099124968,0.0,0.0
100000002933386100,peripheral,0.15,2,0.163367,peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,3,False,1,1,15000.0,58000.0,1,1,0.000652782324912921,2.0012831990095827e-05,3.8666666666666667,False,0,0,"peripheral: role=0.006, volume=0.157, bridge=0.000, seed=0.000; peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.",peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,0.006,0.15692119189909137,0.00044566270451638305,0.0
100000002934441100,terminal,0.556085,0,0.26538,"terminal: положительный вход 60,846 KZT, исходящих нет; возможный конечный получатель в выборке.",1,False,2,0,60845.6,0.0,2,0,0.00030248130107500554,0.0,0.0,False,1,0,"terminal: role=0.056, volume=0.180, bridge=0.000, seed=0.030; terminal: положительный вход 60,846 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 60,846 KZT, исходящих нет; возможный конечный получатель в выборке.",0.055608500000000005,0.17977166054498891,0.0,0.03
100000002936322100,terminal,0.628713,35,0.28442,"terminal: положительный вход 787,133 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,2,0,787133.0,0.0,2,0,0.00036638128696323154,0.0,0.0,False,0,0,"terminal: role=0.063, volume=0.222, bridge=0.000, seed=0.000; terminal: положительный вход 787,133 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 787,133 KZT, исходящих нет; возможный конечный получатель в выборке.",0.0628713,0.22154893497981543,0.0,0.0
100000002938501100,peripheral,0.15,16,0.18385,peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,1,False,1,1,8395.0,5000.0,1,1,0.00028647190827664715,1.7943915472918004e-05,0.5955926146515783,False,1,0,"peripheral: role=0.006, volume=0.147, bridge=0.000, seed=0.030; peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.",peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,0.006,0.14745028679243355,0.0003995903180135437,0.03
100000002939838100,terminal,0.607123,16,0.307029,"terminal: положительный вход 571,233 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.",1,False,3,0,571233.0,0.0,3,0,0.0004000333621032979,0.0,0.0,False,1,0,"terminal: role=0.061, volume=0.216, bridge=0.000, seed=0.030; terminal: положительный вход 571,233 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.","terminal: положительный вход 571,233 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.",0.0607123,0.21631707815714932,0.0,0.03
100000002941114100,peripheral,0.15,11,0.228432,peripheral: 2 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,1,False,2,1,128510.0,15000.0,15,1,0.0018146321453408293,2.0607272544257092e-05,0.11672243405182477,False,1,0,"peripheral: role=0.006, volume=0.192, bridge=0.000, seed=0.030; peripheral: 2 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.",peripheral: 2 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,0.006,0.19197268305907544,0.0004589002105911272,0.03
100000002943472100,terminal,0.567,4,0.253239,"terminal: положительный вход 170,000 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,170000.0,0.0,1,0,0.00030996169091136613,0.0,0.0,False,0,0,"terminal: role=0.057, volume=0.197, bridge=0.000, seed=0.000; terminal: положительный вход 170,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 170,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.0567,0.19653856649486953,0.0,0.0
100000002945031100,terminal,0.5515,12,0.212071,"terminal: положительный вход 15,000 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,15000.0,0.0,1,0,0.000291121950616924,0.0,0.0,False,0,0,"terminal: role=0.055, volume=0.157, bridge=0.000, seed=0.000; terminal: положительный вход 15,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 15,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.055150000000000005,0.15692119189909137,0.0,0.0
100000002945626100,terminal,0.6084,4,0.277518,"terminal: положительный вход 584,000 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.",3,False,3,0,584000.0,0.0,3,0,0.0003377644362503449,0.0,0.0,False,0,0,"terminal: role=0.061, volume=0.217, bridge=0.000, seed=0.000; terminal: положительный вход 584,000 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.","terminal: положительный вход 584,000 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.",0.060840000000000005,0.21667778893208614,0.0,0.0
100000002947299100,terminal,0.5585,2,0.241077,"terminal: положительный вход 85,000 KZT, исходящих нет; возможный конечный получатель в выборке.",2,False,1,0,85000.0,0.0,1,0,0.0003375116050800505,0.0,0.0,False,0,0,"terminal: role=0.056, volume=0.185, bridge=0.000, seed=0.000; terminal: положительный вход 85,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 85,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.055850000000000004,0.1852272099124968,0.0,0.0
100000002948492100,terminal,0.552366,40,0.219595,"terminal: положительный вход 23,660 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,23660.0,0.0,1,0,0.00029225683204655884,0.0,0.0,False,0,0,"terminal: role=0.055, volume=0.164, bridge=0.000, seed=0.000; terminal: положительный вход 23,660 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 23,660 KZT, исходящих нет; возможный конечный получатель в выборке.",0.055236600000000004,0.16435793321800127,0.0,0.0
100000002951898100,terminal,0.553999,40,0.228322,"terminal: положительный вход 39,990 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,39990.0,0.0,1,0,0.00029687253334630294,0.0,0.0,False,0,0,"terminal: role=0.055, volume=0.173, bridge=0.000, seed=0.000; terminal: положительный вход 39,990 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 39,990 KZT, исходящих нет; возможный конечный получатель в выборке.",0.0553999,0.17292256138638276,0.0,0.0
100000002952631100,terminal,0.554805,16,0.261399,"terminal: положительный вход 48,050 KZT, исходящих нет; возможный конечный получатель в выборке.",1,False,1,0,48050.0,0.0,1,0,0.00029073553668924657,0.0,0.0,False,1,0,"terminal: role=0.055, volume=0.176, bridge=0.000, seed=0.030; terminal: положительный вход 48,050 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 48,050 KZT, исходящих нет; возможный конечный получатель в выборке.",0.0554805,0.17591886448434618,0.0,0.03
100000002952756100,terminal,0.5547,24,0.231028,"terminal: положительный вход 47,000 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,47000.0,0.0,1,0,0.0003677090010006242,0.0,0.0,False,0,0,"terminal: role=0.055, volume=0.176, bridge=0.000, seed=0.000; terminal: положительный вход 47,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 47,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.05547,0.1755583118944268,0.0,0.0
100000002954780100,terminal,0.56334,4,0.248916,"terminal: положительный вход 133,400 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,133400.0,0.0,1,0,0.00029244202248115297,0.0,0.0,False,0,0,"terminal: role=0.056, volume=0.193, bridge=0.000, seed=0.000; terminal: положительный вход 133,400 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 133,400 KZT, исходящих нет; возможный конечный получатель в выборке.",0.056333999999999995,0.19258211729271044,0.0,0.0
100000002956769100,terminal,0.634,24,0.28601,"terminal: положительный вход 840,000 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.",3,False,3,0,840000.0,0.0,3,0,0.00038478275617858006,0.0,0.0,False,0,0,"terminal: role=0.063, volume=0.223, bridge=0.000, seed=0.000; terminal: положительный вход 840,000 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.","terminal: положительный вход 840,000 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.",0.0634,0.22260974322090862,0.0,0.0
100000002956779100,terminal,0.5911,2,0.270055,"terminal: положительный вход 411,000 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,411000.0,0.0,1,0,0.00040310724815078523,0.0,0.0,False,0,0,"terminal: role=0.059, volume=0.211, bridge=0.000, seed=0.000; terminal: положительный вход 411,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 411,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.059109999999999996,0.21094481746584728,0.0,0.0
100000002956898100,terminal,0.579024,3,0.26317,"terminal: положительный вход 290,240 KZT, исходящих нет; возможный конечный получатель в выборке.",2,False,2,0,290240.0,0.0,2,0,0.000376841314812201,0.0,0.0,False,0,0,"terminal: role=0.058, volume=0.205, bridge=0.000, seed=0.000; terminal: положительный вход 290,240 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 290,240 KZT, исходящих нет; возможный конечный получатель в выборке.",0.0579024,0.2052677060575732,0.0,0.0
100000002957306100,terminal,0.589849,11,0.329425,"terminal: положительный вход 398,490 KZT, исходящих нет; возможный конечный получатель в выборке.",1,False,2,0,398490.0,0.0,2,0,0.0003551868796242705,0.0,0.0,False,2,0,"terminal: role=0.059, volume=0.210, bridge=0.000, seed=0.060; terminal: положительный вход 398,490 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 398,490 KZT, исходящих нет; возможный конечный получатель в выборке.",0.0589849,0.21044038591808634,0.0,0.06
100000002957787100,distributor,0.7345,0,0.500805,"distributor: исходящий веер на 34 получателей, выход 1,276,154 KZT. Альтернативные сигналы: consolidator, distributor.",2,False,4,34,84956.0,1276153.96,7,41,0.0006138323786231608,0.004276645426207853,15.02135175855737,False,0,0,"distributor: role=0.220, volume=0.185, bridge=0.095, seed=0.000; distributor: исходящий веер на 34 получателей, выход 1,276,154 KZT. Альтернативные сигналы: consolidator, distributor.","distributor: исходящий веер на 34 получателей, выход 1,276,154 KZT. Альтернативные сигналы: consolidator, distributor.",0.22035000000000002,0.18521876035456342,0.09523596499709013,0.0
100000002958139100,terminal,0.57095,4,0.257043,"terminal: положительный вход 209,500 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,209500.0,0.0,2,0,0.00030027317473638757,0.0,0.0,False,0,0,"terminal: role=0.057, volume=0.200, bridge=0.000, seed=0.000; terminal: положительный вход 209,500 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 209,500 KZT, исходящих нет; возможный конечный получатель в выборке.",0.057095,0.19994799550205333,0.0,0.0
100000002958286100,terminal,0.5757,4,0.290853,"terminal: положительный вход 257,000 KZT, исходящих нет; возможный конечный получатель в выборке.",1,False,1,0,257000.0,0.0,1,0,0.00031316938195490073,0.0,0.0,False,1,0,"terminal: role=0.058, volume=0.203, bridge=0.000, seed=0.030; terminal: положительный вход 257,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 257,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.05757,0.20328280223701903,0.0,0.03
100000002958343100,peripheral,0.15,1,0.248839,peripheral: 1 входящих и 2 исходящих контрагентов; недостаточно выраженных признаков.,2,False,1,2,2900000.0,1390000.0,4,17,0.0006295066258876751,3.962937027741748e-07,0.4793103448275862,False,0,0,"peripheral: role=0.006, volume=0.243, bridge=0.000, seed=0.000; peripheral: 1 входящих и 2 исходящих контрагентов; недостаточно выраженных признаков.",peripheral: 1 входящих и 2 исходящих контрагентов; недостаточно выраженных признаков.,0.006,0.24282998778911,8.82500404982937e-06,0.0
100000002958345100,terminal,0.5807,24,0.264254,"terminal: положительный вход 307,000 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,307000.0,0.0,1,0,0.0003001922715970454,0.0,0.0,False,0,0,"terminal: role=0.058, volume=0.206, bridge=0.000, seed=0.000; terminal: положительный вход 307,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 307,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.058070000000000004,0.2061838434875922,0.0,0.0
100000002963189100,peripheral,0.15,40,0.221716,peripheral: 1 входящих и 7 исходящих контрагентов; недостаточно выраженных признаков.,3,False,1,7,490000.0,5219000.0,3,15,0.00042406859837372784,8.540784150822377e-05,10.651020408163266,False,0,0,"peripheral: role=0.006, volume=0.214, bridge=0.002, seed=0.000; peripheral: 1 входящих и 7 исходящих контрагентов; недостаточно выраженных признаков.",peripheral: 1 входящих и 7 исходящих контрагентов; недостаточно выраженных признаков.,0.006,0.21381388584916064,0.001901934201631168,0.0
100000002964966100,terminal,0.57,2,0.256191,"terminal: положительный вход 200,000 KZT, исходящих нет; возможный конечный получатель в выборке.",2,False,1,0,200000.0,0.0,1,0,0.00039541593494282827,0.0,0.0,False,0,0,"terminal: role=0.057, volume=0.199, bridge=0.000, seed=0.000; terminal: положительный вход 200,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 200,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.056999999999999995,0.19919069469296993,0.0,0.0
100000002968096100,peripheral,0.15,8,0.188059,peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,4,False,1,0,70000.0,0.0,1,0,0.0003194824114349239,0.0,0.0,True,0,0,"peripheral: role=0.006, volume=0.182, bridge=0.000, seed=0.000; peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.",peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,0.006,0.18205882360826584,0.0,0.0
100000002969048100,terminal,0.560847,41,0.245291,"terminal: положительный вход 108,470 KZT, исходящих нет; возможный конечный получатель в выборке.",2,False,1,0,108470.0,0.0,1,0,0.00030612769671556627,0.0,0.0,False,0,0,"terminal: role=0.056, volume=0.189, bridge=0.000, seed=0.000; terminal: положительный вход 108,470 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 108,470 KZT, исходящих нет; возможный конечный получатель в выборке.",0.0560847,0.18920610007920866,0.0,0.0
100000002970466100,peripheral,0.15,0,0.170976,peripheral: 1 входящих и 2 исходящих контрагентов; недостаточно выраженных признаков.,3,False,1,2,23317.0,93000.0,1,3,0.0002868825068890663,3.844048916909496e-05,3.9885062400823434,False,0,0,"peripheral: role=0.006, volume=0.164, bridge=0.001, seed=0.000; peripheral: 1 входящих и 2 исходящих контрагентов; недостаточно выраженных признаков.",peripheral: 1 входящих и 2 исходящих контрагентов; недостаточно выраженных признаков.,0.006,0.16411963489685544,0.0008560253928334488,0.0
100000002971593100,peripheral,0.15,10,0.182255,peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,4,False,1,0,49050.0,0.0,1,0,0.000530380154395715,0.0,0.0,True,0,0,"peripheral: role=0.006, volume=0.176, bridge=0.000, seed=0.000; peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.",peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,0.006,0.17625499666478062,0.0,0.0
100000002973903100,terminal,0.559288,7,0.272603,"terminal: положительный вход 92,880 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.",1,False,3,0,92880.0,0.0,3,0,0.00031686903979445306,0.0,0.0,False,1,0,"terminal: role=0.056, volume=0.187, bridge=0.000, seed=0.030; terminal: положительный вход 92,880 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.","terminal: положительный вход 92,880 KZT, исходящих нет; возможный конечный получатель в выборке. Альтернативные сигналы: consolidator.",0.0559288,0.1866739864472364,0.0,0.03
100000002974256100,terminal,0.55072,7,0.200017,"terminal: положительный вход 7,200 KZT, исходящих нет; возможный конечный получатель в выборке.",2,False,1,0,7200.0,0.0,1,0,0.0005319059485796735,0.0,0.0,False,0,0,"terminal: role=0.055, volume=0.145, bridge=0.000, seed=0.000; terminal: положительный вход 7,200 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 7,200 KZT, исходящих нет; возможный конечный получатель в выборке.",0.055072,0.1449447446244897,0.0,0.0
100000002975287100,terminal,0.5515,28,0.212071,"terminal: положительный вход 15,000 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,15000.0,0.0,1,0,0.00028919231957213884,0.0,0.0,False,0,0,"terminal: role=0.055, volume=0.157, bridge=0.000, seed=0.000; terminal: положительный вход 15,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 15,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.055150000000000005,0.15692119189909137,0.0,0.0
